,Date,Close
0,2021-01-04,66.29000091552734
1,2021-01-05,66.8499984741211
2,2021-01-06,68.41000366210938
3,2021-01-07,71.83999633789062
4,2021-01-08,72.31999969482422
5,2021-01-11,73.08000183105469
6,2021-01-12,71.91000366210938
7,2021-01-13,70.0199966430664
8,2021-01-14,69.87000274658203
9,2021-01-15,69.45999908447266
10,2021-01-19,69.19000244140625
11,2021-01-20,71.41999816894531
12,2021-01-21,70.30999755859375
13,2021-01-22,70.76000213623047
14,2021-01-25,70.86000061035156
15,2021-01-26,69.66999816894531
16,2021-01-27,66.6500015258789
17,2021-01-28,67.62999725341797
18,2021-01-29,65.91000366210938
19,2021-02-01,67.72000122070312
20,2021-02-02,70.80999755859375
21,2021-02-03,70.5999984741211
22,2021-02-04,71.43000030517578
23,2021-02-05,72.2699966430664
24,2021-02-08,73.98999786376953
25,2021-02-09,74.72000122070312
26,2021-02-10,73.98999786376953
27,2021-02-11,73.04000091552734
28,2021-02-12,73.97000122070312
29,2021-02-16,75.16999816894531
30,2021-02-17,72.4800033569336
31,2021-02-18,72.5
32,2021-02-19,72.98999786376953
33,2021-02-22,72.5199966430664
34,2021-02-23,73.62999725341797
35,2021-02-24,76.05000305175781
36,2021-02-25,73.63999938964844
37,2021-02-26,74.13999938964844
38,2021-03-01,77.55999755859375
39,2021-03-02,75.56999969482422
40,2021-03-03,74.08000183105469
41,2021-03-04,70.37000274658203
42,2021-03-05,70.66999816894531
43,2021-03-08,69.54000091552734
44,2021-03-09,70.37000274658203
45,2021-03-10,70.87000274658203
46,2021-03-11,74.2300033569336
47,2021-03-12,73.87000274658203
48,2021-03-15,75.4800033569336
49,2021-03-16,75.69999694824219
50,2021-03-17,76.69000244140625
51,2021-03-18,74.62000274658203
52,2021-03-19,74.68000030517578
53,2021-03-22,75.18000030517578
54,2021-03-23,71.19000244140625
55,2021-03-24,70.93000030517578
56,2021-03-25,72.29000091552734
57,2021-03-26,74.69999694824219
58,2021-03-29,75.27999877929688
59,2021-03-30,76.04000091552734
60,2021-03-31,77.79000091552734
61,2021-04-01,80.73999786376953
62,2021-04-05,83.73999786376953
63,2021-04-06,82.91999816894531
64,2021-04-07,79.73999786376953
65,2021-04-08,80.4000015258789
66,2021-04-09,80.4000015258789
67,2021-04-12,81.30000305175781
68,2021-04-13,81.63999938964844
69,2021-04-14,81.13999938964844
70,2021-04-15,82.05000305175781
71,2021-04-16,81.97000122070312
72,2021-04-19,80.97000122070312
73,2021-04-20,79.41999816894531
74,2021-04-21,81.0
75,2021-04-22,81.33999633789062
76,2021-04-23,82.54000091552734
77,2021-04-26,84.12000274658203
78,2021-04-27,84.05999755859375
79,2021-04-28,83.45999908447266
80,2021-04-29,83.66000366210938
81,2021-04-30,82.0
82,2021-05-03,81.19999694824219
83,2021-05-04,79.93000030517578
84,2021-05-05,81.11000061035156
85,2021-05-06,75.91999816894531
86,2021-05-07,79.33000183105469
87,2021-05-10,77.73999786376953
88,2021-05-11,76.47000122070312
89,2021-05-12,73.83999633789062
90,2021-05-13,74.29000091552734
91,2021-05-14,76.30999755859375
92,2021-05-17,76.2300033569336
93,2021-05-18,75.45999908447266
94,2021-05-19,74.7699966430664
95,2021-05-20,76.76000213623047
96,2021-05-21,76.72000122070312
97,2021-05-24,77.94000244140625
98,2021-05-25,78.29000091552734
99,2021-05-26,78.16000366210938
100,2021-05-27,78.11000061035156
101,2021-05-28,77.79000091552734
102,2021-06-01,78.43000030517578
103,2021-06-02,78.43000030517578
104,2021-06-03,77.8499984741211
105,2021-06-04,79.81999969482422
106,2021-06-07,78.22000122070312
107,2021-06-08,78.37999725341797
108,2021-06-09,78.16000366210938
109,2021-06-10,78.76000213623047
110,2021-06-11,78.61000061035156
111,2021-06-14,78.79000091552734
112,2021-06-15,78.19000244140625
113,2021-06-16,78.2699966430664
114,2021-06-17,78.19999694824219
115,2021-06-18,77.87000274658203
116,2021-06-21,78.95999908447266
117,2021-06-22,79.4000015258789
118,2021-06-23,79.23999786376953
119,2021-06-24,80.48999786376953
120,2021-06-25,81.05000305175781
121,2021-06-28,81.66000366210938
122,2021-06-29,82.7300033569336
123,2021-06-30,81.83000183105469
124,2021-07-01,82.44999694824219
125,2021-07-02,82.56999969482422
126,2021-07-06,82.7300033569336
127,2021-07-07,82.91000366210938
128,2021-07-08,81.48999786376953
129,2021-07-09,83.26000213623047
130,2021-07-12,84.05000305175781
131,2021-07-13,82.66000366210938
132,2021-07-14,82.4000015258789
133,2021-07-15,80.94000244140625
134,2021-07-16,79.22000122070312
135,2021-07-19,78.70999908447266
136,2021-07-20,80.69000244140625
137,2021-07-21,82.44000244140625
138,2021-07-22,82.33000183105469
139,2021-07-23,83.44999694824219
140,2021-07-26,83.2300033569336
141,2021-07-27,82.48999786376953
142,2021-07-28,84.12000274658203
143,2021-07-29,85.48999786376953
144,2021-07-30,85.5
145,2021-08-02,85.30999755859375
146,2021-08-03,85.80999755859375
147,2021-08-04,86.7300033569336
148,2021-08-05,89.41999816894531
149,2021-08-06,89.36000061035156
150,2021-08-09,89.18000030517578
151,2021-08-10,88.98999786376953
152,2021-08-11,89.08999633789062
153,2021-08-12,88.61000061035156
154,2021-08-13,88.9000015258789
155,2021-08-16,90.08000183105469
156,2021-08-17,88.5999984741211
157,2021-08-18,88.79000091552734
158,2021-08-19,88.93000030517578
159,2021-08-20,90.58999633789062
160,2021-08-23,92.08999633789062
161,2021-08-24,92.66000366210938
162,2021-08-25,94.20999908447266
163,2021-08-26,94.36000061035156
164,2021-08-27,95.70999908447266
165,2021-08-30,95.72000122070312
166,2021-08-31,94.22000122070312
167,2021-09-01,93.75
168,2021-09-02,94.36000061035156
169,2021-09-03,94.86000061035156
170,2021-09-07,94.58000183105469
171,2021-09-08,93.9000015258789
172,2021-09-09,93.6500015258789
173,2021-09-10,93.87999725341797
174,2021-09-13,91.80999755859375
175,2021-09-14,91.30999755859375
176,2021-09-15,91.9000015258789
177,2021-09-16,91.94999694824219
178,2021-09-17,90.58999633789062
179,2021-09-20,89.11000061035156
180,2021-09-21,88.97000122070312
181,2021-09-22,90.54000091552734
182,2021-09-23,89.58999633789062
183,2021-09-24,87.69999694824219
184,2021-09-27,86.62999725341797
185,2021-09-28,84.36000061035156
186,2021-09-29,84.30999755859375
187,2021-09-30,82.25
188,2021-10-01,84.13999938964844
189,2021-10-04,81.37000274658203
190,2021-10-05,82.30999755859375
191,2021-10-06,81.86000061035156
192,2021-10-07,82.9000015258789
193,2021-10-08,81.93000030517578
194,2021-10-11,80.37999725341797
195,2021-10-12,80.68000030517578
196,2021-10-13,81.08999633789062
197,2021-10-14,83.62000274658203
198,2021-10-15,84.93000030517578
199,2021-10-18,85.19999694824219
200,2021-10-19,87.04000091552734
201,2021-10-20,86.51000213623047
202,2021-10-21,87.69000244140625
203,2021-10-22,87.12000274658203
204,2021-10-25,86.94999694824219
205,2021-10-26,86.41000366210938
206,2021-10-27,85.7300033569336
207,2021-10-28,87.69999694824219
208,2021-10-29,87.37000274658203
209,2021-11-01,87.25
210,2021-11-02,88.43000030517578
211,2021-11-03,88.12999725341797
212,2021-11-04,86.61000061035156
213,2021-11-05,86.37999725341797
214,2021-11-08,89.16999816894531
215,2021-11-09,88.4000015258789
216,2021-11-10,85.45999908447266
217,2021-11-11,85.44999694824219
218,2021-11-12,86.69000244140625
219,2021-11-15,87.30999755859375
220,2021-11-16,89.27999877929688
221,2021-11-17,88.6500015258789
222,2021-11-18,87.80000305175781
223,2021-11-19,88.6500015258789
224,2021-11-22,86.91999816894531
225,2021-11-23,85.83000183105469
226,2021-11-24,86.2300033569336
227,2021-11-26,83.41000366210938
228,2021-11-29,86.52999877929688
229,2021-11-30,85.87000274658203
230,2021-12-01,84.01000213623047
231,2021-12-02,86.29000091552734
232,2021-12-03,83.7699966430664
233,2021-12-06,83.5
234,2021-12-07,87.5999984741211
235,2021-12-08,88.37000274658203
236,2021-12-09,86.91000366210938
237,2021-12-10,86.08999633789062
238,2021-12-13,86.06999969482422
239,2021-12-14,83.87000274658203
240,2021-12-15,87.18000030517578
241,2021-12-16,84.7699966430664
242,2021-12-17,85.43000030517578
243,2021-12-20,83.69000244140625
244,2021-12-21,86.33999633789062
245,2021-12-22,85.87999725341797
246,2021-12-23,86.11000061035156
247,2021-12-27,88.6500015258789
